Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Middleburg Heights,47,Good,1,Good,30,Good,8,Good,47,Good,41.3696,-81.815
Ecuador,Milagro,59,Moderate,1,Good,13,Good,6,Good,59,Moderate,-2.1347,-79.5872
United States of America,Millcreek,44,Good,1,Good,21,Good,8,Good,44,Good,40.6892,-111.8292
United States of America,Millcreek,44,Good,1,Good,21,Good,8,Good,44,Good,42.0859,-80.1194
United States of America,Milledgeville,72,Moderate,2,Good,16,Good,10,Good,72,Moderate,33.0874,-83.2414
Guatemala,Monjas,64,Moderate,2,Good,9,Good,7,Good,64,Moderate,14.501,-89.8723
United States of America,Montebello,125,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,125,Unhealthy for Sensitive Groups,34.0155,-118.1108
Brazil,Monteiro,24,Good,0,Good,13,Good,0,Good,24,Good,-7.8889,-37.12
United States of America,Muscle Shoals,54,Moderate,1,Good,19,Good,6,Good,54,Moderate,34.7432,-87.6343
United States of America,Narragansett,78,Moderate,2,Good,43,Good,6,Good,78,Moderate,41.4291,-71.4668
United States of America,Nesconset,73,Moderate,2,Good,40,Good,10,Good,73,Moderate,40.8467,-73.1522
United States of America,New Haven,57,Moderate,1,Good,45,Good,4,Good,57,Moderate,41.3113,-72.9246
United States of America,New Haven,57,Moderate,1,Good,45,Good,4,Good,57,Moderate,41.0676,-85.0174
United States of America,New Iberia,39,Good,1,Good,20,Good,4,Good,39,Good,30.0049,-91.8202
United Kingdom of Great Britain and Northern Ireland,Newport,47,Good,0,Good,27,Good,3,Good,47,Good,39.0856,-84.4868
United Kingdom of Great Britain and Northern Ireland,Newport,47,Good,0,Good,27,Good,3,Good,47,Good,41.4801,-71.3203
United Kingdom of Great Britain and Northern Ireland,Newport,47,Good,0,Good,27,Good,3,Good,47,Good,44.6242,-124.0513
United States of America,Pickerington,52,Moderate,1,Good,48,Good,3,Good,52,Moderate,39.889,-82.7678
Brazil,Pojuca,48,Good,1,Good,9,Good,4,Good,48,Good,-12.3659,-38.2433
Brazil,Porangatu,29,Good,1,Good,6,Good,1,Good,29,Good,-13.4408,-49.1489
Jamaica,Port Antonio,41,Good,0,Good,26,Good,1,Good,41,Good,18.1757,-76.4503
Canada,Powell River,28,Good,1,Good,28,Good,0,Good,12,Good,49.8353,-124.5247
Brazil,Presidente Bernardes,43,Good,1,Good,14,Good,1,Good,43,Good,-22.0061,-51.5531
,Puebloviejo,71,Moderate,1,Good,16,Good,0,Good,71,Moderate,10.9972,-74.2875
Chile,Punta Arenas,17,Good,0,Good,17,Good,0,Good,3,Good,-53.1667,-70.9333
Brazil,Quatis,88,Moderate,3,Good,0,Good,7,Good,88,Moderate,-22.4069,-44.2578
United States of America,Olive Branch,65,Moderate,1,Good,28,Good,4,Good,65,Moderate,34.961,-89.8469
United States of America,Oregon City,48,Good,1,Good,12,Good,13,Good,48,Good,45.3418,-122.5924
United States of America,Ormond Beach,63,Moderate,1,Good,23,Good,7,Good,63,Moderate,29.2985,-81.1014
United States of America,Paradise Valley,51,Moderate,1,Good,19,Good,15,Good,51,Moderate,33.5434,-111.9595
Brazil,Paraibano,15,Good,0,Good,14,Good,0,Good,15,Good,-6.4328,-43.9839
Bolivia (Plurinational State of),Patacamaya,20,Good,0,Good,7,Good,1,Good,20,Good,-17.2333,-67.9167
United States of America,Patchogue,74,Moderate,3,Good,20,Good,26,Good,74,Moderate,40.7621,-73.0185
United States of America,Pearland,103,Unhealthy for Sensitive Groups,1,Good,19,Good,4,Good,103,Unhealthy for Sensitive Groups,29.5581,-95.3218
Brazil,Petrolina,14,Good,0,Good,14,Good,0,Good,13,Good,-9.3928,-40.5078
United States of America,Dracut,72,Moderate,2,Good,15,Good,16,Good,72,Moderate,42.6832,-71.301
United States of America,East Islip,87,Moderate,4,Good,14,Good,33,Good,87,Moderate,40.7257,-73.1869
United States of America,East Rockaway,109,Unhealthy for Sensitive Groups,3,Good,16,Good,31,Good,109,Unhealthy for Sensitive Groups,40.6432,-73.6672
Dominican Republic,El Seibo,57,Moderate,1,Good,19,Good,3,Good,57,Moderate,18.763,-69.042
Brazil,Elias Fausto,90,Moderate,2,Good,7,Good,8,Good,90,Moderate,-23.0428,-47.3739
Mexico,Empalme,56,Moderate,1,Good,30,Good,1,Good,56,Moderate,27.9617,-110.8125
United States of America,Erlanger,67,Moderate,2,Good,35,Good,13,Good,67,Moderate,39.0109,-84.5864
United States of America,Fernandina Beach,54,Moderate,1,Good,25,Good,6,Good,54,Moderate,30.6571,-81.4511
United States of America,Finneytown,70,Moderate,2,Good,28,Good,16,Good,70,Moderate,39.2159,-84.5144
United States of America,Florham Park,105,Unhealthy for Sensitive Groups,3,Good,12,Good,26,Good,105,Unhealthy for Sensitive Groups,40.7773,-74.3953
Brazil,Garanhuns,20,Good,0,Good,16,Good,1,Good,20,Good,-8.8903,-36.4928
United States of America,Garden Acres,32,Good,1,Good,30,Good,7,Good,32,Good,37.9637,-121.2296
Brazil,Piracanjuba,30,Good,0,Good,12,Good,1,Good,30,Good,-17.3028,-49.0178
United States of America,Plattsburgh,43,Good,1,Good,12,Good,5,Good,43,Good,44.6951,-73.4563
United States of America,Lake Havasu City,66,Moderate,1,Good,28,Good,1,Good,66,Moderate,34.5006,-114.3113
United States of America,Laramie,35,Good,0,Good,35,Good,0,Good,8,Good,41.3099,-105.6085
Brazil,Laranjal Paulista,78,Moderate,1,Good,33,Good,1,Good,78,Moderate,-23.0118,-47.8657
United States of America,Lino Lakes,50,Good,1,Good,32,Good,1,Good,50,Good,45.1679,-93.083
Brazil,Lins,60,Moderate,1,Good,29,Good,0,Good,60,Moderate,-21.6786,-49.7425
Brazil,Londrina,35,Good,1,Good,17,Good,0,Good,35,Good,-23.31,-51.1628
United States of America,Los Angeles,116,Unhealthy for Sensitive Groups,3,Good,19,Good,25,Good,116,Unhealthy for Sensitive Groups,34.1141,-118.4068
Brazil,Macatuba,67,Moderate,1,Good,21,Good,1,Good,67,Moderate,-22.5022,-48.7114
United States of America,Sierra Madre,148,Unhealthy for Sensitive Groups,3,Good,18,Good,23,Good,148,Unhealthy for Sensitive Groups,34.1687,-118.0504
United States of America,Sierra Vista,61,Moderate,1,Good,21,Good,3,Good,61,Moderate,31.563,-110.3153
United States of America,Siloam Springs,53,Moderate,1,Good,46,Good,0,Good,53,Moderate,36.1844,-94.5315
Colombia,Soacha,71,Moderate,2,Good,16,Good,3,Good,71,Moderate,4.5872,-74.2214
United States of America,Sacramento,36,Good,1,Good,26,Good,9,Good,36,Good,38.5677,-121.4685
United States of America,Sacramento,36,Good,1,Good,26,Good,9,Good,36,Good,-19.865,-47.44
United States of America,Reynoldsburg,48,Good,1,Good,48,Good,3,Good,29,Good,39.9588,-82.7943
United States of America,Richland,33,Good,1,Good,33,Good,2,Good,15,Good,46.2824,-119.2939
United States of America,Richland,33,Good,1,Good,33,Good,2,Good,15,Good,40.449,-75.3362
United States of America,Richland,33,Good,1,Good,33,Good,2,Good,15,Good,40.2842,-78.8449
United States of America,Richland,33,Good,1,Good,33,Good,2,Good,15,Good,40.644,-79.9579
Mexico,Rio Grande,58,Moderate,1,Good,21,Good,1,Good,58,Moderate,-32.035,-52.0986
Nicaragua,Rivas,46,Good,1,Good,21,Good,0,Good,46,Good,11.4386,-85.8286
Mexico,Salamanca,137,Unhealthy for Sensitive Groups,3,Good,9,Good,10,Good,137,Unhealthy for Sensitive Groups,20.5703,-101.1972
Mexico,Salamanca,137,Unhealthy for Sensitive Groups,3,Good,9,Good,10,Good,137,Unhealthy for Sensitive Groups,-31.7667,-70.9667
United States of America,Daphne,72,Moderate,1,Good,29,Good,2,Good,72,Moderate,30.6263,-87.8816
United States of America,Deerfield,57,Moderate,2,Good,27,Good,13,Good,57,Moderate,42.1654,-87.8516
United States of America,Sebastian,43,Good,1,Good,43,Good,2,Good,23,Good,27.7822,-80.4819
Peru,Sechura,49,Good,0,Good,24,Good,0,Good,49,Good,-5.5576,-80.8223
United States of America,Wood River,82,Moderate,2,Good,41,Good,6,Good,82,Moderate,38.8631,-90.0774
United States of America,West Haverstraw,51,Moderate,1,Good,44,Good,1,Good,51,Moderate,41.2063,-73.9884
United States of America,West Point,60,Moderate,1,Good,49,Good,1,Good,60,Moderate,41.122,-112.0995
United States of America,West Point,60,Moderate,1,Good,49,Good,1,Good,60,Moderate,33.6064,-88.6572
United States of America,Western Springs,57,Moderate,1,Good,32,Good,5,Good,57,Moderate,41.8023,-87.9006
United States of America,Westford,41,Good,1,Good,35,Good,1,Good,41,Good,42.5864,-71.4401
United States of America,Williamsburg,50,Good,1,Good,42,Good,2,Good,50,Good,37.2693,-76.7076
United States of America,Winter Haven,86,Moderate,1,Good,86,Moderate,1,Good,19,Good,28.0118,-81.7014
United States of America,Wisconsin Rapids,53,Moderate,1,Good,29,Good,0,Good,53,Moderate,44.3927,-89.8265
United States of America,Michigan City,41,Good,1,Good,41,Good,3,Good,24,Good,41.7092,-86.869
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,41.4459,-74.4236
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,39.5033,-84.3659
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,40.3892,-74.082
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,41.5476,-72.6549
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,40.179,-74.9059
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,39.445,-75.7183
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,41.5175,-71.2769
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,39.9094,-75.4311
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,38.241,-85.5214
United States of America,Middletown,48,Good,1,Good,29,Good,8,Good,48,Good,40.201,-76.7289
United States of America,Milford Mill,58,Moderate,1,Good,45,Good,4,Good,58,Moderate,39.3444,-76.7668
Dominican Republic,Moca,74,Moderate,1,Good,12,Good,10,Good,74,Moderate,19.3833,-70.5167
Mexico,Montemorelos,80,Moderate,1,Good,11,Good,2,Good,80,Moderate,25.1872,-99.8267
United States of America,Moorhead,50,Good,1,Good,43,Good,1,Good,50,Good,46.8673,-96.7461
United States of America,Moses Lake,32,Good,1,Good,32,Good,1,Good,15,Good,47.1279,-119.2759
United States of America,Mundelein,55,Moderate,2,Good,26,Good,13,Good,55,Moderate,42.2693,-88.0102
United States of America,Natchez,85,Moderate,1,Good,17,Good,3,Good,85,Moderate,31.5437,-91.3867
Argentina,Necochea,23,Good,0,Good,23,Good,0,Good,17,Good,-38.55,-58.7333
United States of America,New Port Richey,63,Moderate,1,Good,27,Good,7,Good,63,Moderate,28.2468,-82.717
United States of America,North Fort Myers,54,Moderate,1,Good,16,Good,10,Good,54,Moderate,26.7244,-81.8485
United States of America,North Tonawanda,36,Good,1,Good,27,Good,4,Good,36,Good,43.0457,-78.8659
Denmark,Nuuk,23,Good,1,Good,23,Good,0,Good,17,Good,64.1814,-51.6942
United States of America,Oak Creek,52,Moderate,2,Good,26,Good,11,Good,52,Moderate,42.8803,-87.9009
United States of America,Old Saybrook,58,Moderate,2,Good,30,Good,9,Good,58,Moderate,41.3017,-72.3857
United States of America,Collinsville,98,Moderate,3,Good,5,Good,24,Good,98,Moderate,38.677,-90.0063
Brazil,Contagem,156,Unhealthy,6,Good,0,Good,9,Good,156,Unhealthy,-19.9319,-44.0539
United States of America,Coral Gables,63,Moderate,1,Good,12,Good,13,Good,63,Moderate,25.7037,-80.2715
Canada,Corner Brook,35,Good,1,Good,35,Good,0,Good,25,Good,48.9287,-57.926
United States of America,Coronado,38,Good,1,Good,30,Good,11,Good,38,Good,32.6649,-117.1604
Brazil,Coronel Fabriciano,60,Moderate,1,Good,3,Good,5,Good,60,Moderate,-19.5189,-42.6289
United States of America,Corvallis,44,Good,1,Good,15,Good,8,Good,44,Good,44.5698,-123.2779
United States of America,Country Club Hills,70,Moderate,2,Good,18,Good,15,Good,70,Moderate,41.5636,-87.7251
United States of America,Crest Hill,69,Moderate,2,Good,18,Good,13,Good,69,Moderate,41.5723,-88.1124
United States of America,Crestwood,73,Moderate,2,Good,15,Good,18,Good,73,Moderate,38.5569,-90.3783
United States of America,Crestwood,73,Moderate,2,Good,15,Good,18,Good,73,Moderate,41.6454,-87.7397
Cuba,Cueto,75,Moderate,1,Good,15,Good,8,Good,75,Moderate,20.6481,-75.9317
Brazil,Boa Viagem,34,Good,1,Good,12,Good,1,Good,34,Good,-5.1278,-39.7319
United States of America,Brockton,43,Good,1,Good,36,Good,4,Good,43,Good,42.0821,-71.0242
United States of America,Brockton,43,Good,1,Good,36,Good,4,Good,43,Good,44.1667,-81.2167
United States of America,Brooklyn Park,53,Moderate,1,Good,40,Good,4,Good,53,Moderate,45.1112,-93.3505
United States of America,Brooklyn Park,53,Moderate,1,Good,40,Good,4,Good,53,Moderate,39.217,-76.6174
United States of America,Brookside,51,Moderate,1,Good,31,Good,6,Good,51,Moderate,39.6665,-75.7152
Brazil,Cafarnaum,15,Good,0,Good,14,Good,0,Good,15,Good,-11.6939,-41.4678
Canada,Campbell River,33,Good,1,Good,33,Good,1,Good,19,Good,50.0244,-125.2475
Brazil,Campestre,53,Moderate,1,Good,7,Good,4,Good,53,Moderate,-21.7108,-46.2458
Brazil,Campina Grande,43,Good,0,Good,18,Good,2,Good,43,Good,-7.2306,-35.8811
Brazil,Campos Altos,28,Good,1,Good,8,Good,2,Good,28,Good,-19.6958,-46.1708
Brazil,Cantagalo,59,Moderate,1,Good,13,Good,3,Good,59,Moderate,-21.9808,-42.3678
Brazil,Cantagalo,59,Moderate,1,Good,13,Good,3,Good,59,Moderate,-25.3739,-52.1258
United States of America,Carney,50,Good,1,Good,33,Good,4,Good,50,Good,39.405,-76.5235
United States of America,Carrollton,60,Moderate,2,Good,39,Good,8,Good,60,Moderate,32.989,-96.8999
United States of America,Carrollton,60,Moderate,2,Good,39,Good,8,Good,60,Moderate,33.5818,-85.0838
,Carteret,56,Moderate,1,Good,29,Good,9,Good,56,Moderate,40.5849,-74.2284
Mexico,Catemaco,60,Moderate,1,Good,26,Good,2,Good,60,Moderate,18.4167,-95.1167
United States of America,Daytona Beach,40,Good,1,Good,33,Good,5,Good,40,Good,29.1995,-81.0982
United States of America,Chaska,52,Moderate,1,Good,42,Good,2,Good,52,Moderate,44.8164,-93.6091
United Kingdom of Great Britain and Northern Ireland,Chatham,26,Good,1,Good,23,Good,6,Good,26,Good,42.4229,-82.1324
United Kingdom of Great Britain and Northern Ireland,Chatham,26,Good,1,Good,23,Good,6,Good,26,Good,39.6733,-89.6934
United Kingdom of Great Britain and Northern Ireland,Chatham,26,Good,1,Good,23,Good,6,Good,26,Good,40.7274,-74.4289
Nicaragua,Chichigalpa,66,Moderate,1,Good,17,Good,4,Good,66,Moderate,12.5722,-87.0267
Mexico,Chichihualco,46,Good,1,Good,11,Good,3,Good,46,Good,17.655,-99.674
Mexico,Chicoloapan,204,Very Unhealthy,3,Good,10,Good,15,Good,204,Very Unhealthy,19.4167,-98.9
United States of America,Chubbuck,52,Moderate,2,Good,3,Good,7,Good,52,Moderate,42.9263,-112.4623
United States of America,Clarksburg,42,Good,1,Good,40,Good,2,Good,42,Good,39.2246,-77.2659
United States of America,Clarksburg,42,Good,1,Good,40,Good,2,Good,42,Good,39.2862,-80.3232
United States of America,Clarksdale,55,Moderate,1,Good,27,Good,2,Good,55,Moderate,34.1933,-90.5693
United States of America,East Point,66,Moderate,2,Good,28,Good,11,Good,66,Moderate,33.6696,-84.4701
Canada,Edmundston,75,Moderate,1,Good,30,Good,0,Good,75,Moderate,47.3765,-68.3253
United States of America,Emporia,59,Moderate,1,Good,32,Good,3,Good,59,Moderate,38.4028,-96.1932
United States of America,Fairmount,49,Good,1,Good,49,Good,2,Good,32,Good,43.0414,-76.2485
United States of America,Fairmount,49,Good,1,Good,49,Good,2,Good,32,Good,39.7931,-105.1711
United States of America,Florin,65,Moderate,2,Good,30,Good,12,Good,65,Moderate,38.4832,-121.4043
Cuba,Fomento,56,Moderate,1,Good,17,Good,3,Good,56,Moderate,22.1053,-79.7203
United States of America,Forest Hills,72,Moderate,2,Good,16,Good,13,Good,72,Moderate,42.9577,-85.4895
United States of America,Forrest City,58,Moderate,1,Good,26,Good,2,Good,58,Moderate,35.0135,-90.7931
Dominican Republic,Barahona,108,Unhealthy for Sensitive Groups,1,Good,29,Good,1,Good,108,Unhealthy for Sensitive Groups,18.2,-71.1
Guatemala,Barberena,63,Moderate,1,Good,26,Good,1,Good,63,Moderate,14.3167,-90.3667
United States of America,Beach Park,59,Moderate,1,Good,23,Good,4,Good,59,Moderate,42.426,-87.8583
Brazil,Belo Horizonte,41,Good,1,Good,21,Good,0,Good,41,Good,-19.9167,-43.9333
Canada,Beloeil,39,Good,1,Good,26,Good,1,Good,39,Good,45.5667,-73.2
United States of America,Bergenfield,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,40.9236,-73.9982
United States of America,Biddeford,31,Good,1,Good,31,Good,1,Good,28,Good,43.4673,-70.4511
Brazil,Birigui,60,Moderate,1,Good,24,Good,0,Good,60,Moderate,-21.2886,-50.34
United States of America,Bloomfield,52,Moderate,1,Good,40,Good,3,Good,52,Moderate,40.8098,-74.1869
United States of America,Bloomfield,52,Moderate,1,Good,40,Good,3,Good,52,Moderate,41.8426,-72.7406
Brazil,Bom Sucesso,33,Good,1,Good,23,Good,0,Good,33,Good,-21.0328,-44.7578
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-8.47,-35.7289
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-21.1333,-56.4833
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-11.9658,-41.2669
Brazil,Bonito,35,Good,1,Good,9,Good,0,Good,35,Good,-1.3628,-47.3069
Brazil,Breves,19,Good,0,Good,14,Good,0,Good,19,Good,-1.6819,-50.48
Barbados,Bridgetown,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,13.0975,-59.6167
Barbados,Bridgetown,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,39.1552,-84.6359
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,40.5934,-74.6076
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,41.9728,-70.9749
United States of America,Bridgewater,45,Good,1,Good,38,Good,2,Good,45,Good,44.37,-64.52
Brazil,Buriti Bravo,20,Good,0,Good,18,Good,0,Good,20,Good,-5.8369,-43.8339
Brazil,Buritis,19,Good,0,Good,19,Good,0,Good,18,Good,-15.6178,-46.4228
United States of America,Burlingame,50,Good,1,Good,34,Good,2,Good,50,Good,37.5859,-122.3667
Mexico,Calpulalpan,279,Very Unhealthy,2,Good,38,Good,3,Good,279,Very Unhealthy,19.5869,-98.5683
Brazil,Cambuquira,42,Good,1,Good,21,Good,0,Good,42,Good,-21.8583,-45.2911
United States of America,Campbell,48,Good,1,Good,32,Good,3,Good,48,Good,37.2802,-121.9539
United States of America,Cape Canaveral,87,Moderate,1,Good,87,Moderate,1,Good,30,Good,28.3933,-80.6049
Venezuela (Bolivarian Republic of),Caraballeda,74,Moderate,1,Good,43,Good,1,Good,74,Moderate,10.6167,-66.85
Brazil,Carangola,24,Good,0,Good,20,Good,0,Good,24,Good,-20.7328,-42.0289
Haiti,Carrefour,112,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,112,Unhealthy for Sensitive Groups,18.5344,-72.4094
Brazil,Castanhal,30,Good,0,Good,18,Good,0,Good,30,Good,-1.2969,-47.9219
Mexico,Chihuahua,64,Moderate,1,Good,31,Good,1,Good,64,Moderate,28.6353,-106.0889
Guatemala,Chiquimula,56,Moderate,1,Good,22,Good,0,Good,56,Moderate,14.7833,-89.5333
Colombia,Cimitarra,95,Moderate,2,Good,25,Good,0,Good,95,Moderate,6.3167,-73.95
United States of America,Cinnaminson,48,Good,1,Good,48,Good,1,Good,40,Good,40.0008,-74.993
United States of America,Clark,50,Good,1,Good,47,Good,2,Good,50,Good,40.6203,-74.3134
United States of America,Alice,44,Good,0,Good,25,Good,1,Good,44,Good,27.7556,-98.0653
Guatemala,Alotenango,88,Moderate,2,Good,19,Good,4,Good,88,Moderate,14.4878,-90.8058
United States of America,Alpena,58,Moderate,1,Good,28,Good,1,Good,58,Moderate,45.074,-83.4402
United States of America,Annandale,50,Good,1,Good,50,Good,1,Good,38,Good,38.8324,-77.196
Brazil,Aracaju,22,Good,0,Good,22,Good,0,Good,14,Good,-10.9167,-37.05
Brazil,Areal,46,Good,1,Good,22,Good,1,Good,46,Good,-22.2308,-43.1058
Brazil,Presidente Venceslau,14,Good,1,Good,10,Good,0,Good,14,Good,-21.8761,-51.8439
,Prince Rupert,31,Good,0,Good,31,Good,0,Good,6,Good,54.3122,-130.3271
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,25.5396,-80.3971
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,40.3562,-74.6693
United States of America,Princeton,53,Moderate,1,Good,28,Good,8,Good,53,Moderate,33.1778,-96.5044
Venezuela (Bolivarian Republic of),Puerto Ayacucho,28,Good,1,Good,2,Good,0,Good,28,Good,5.6631,-67.6264
Colombia,Quimbaya,106,Unhealthy for Sensitive Groups,3,Good,0,Good,8,Good,106,Unhealthy for Sensitive Groups,4.6333,-75.75
Ecuador,Quito,131,Unhealthy for Sensitive Groups,3,Good,0,Good,7,Good,131,Unhealthy for Sensitive Groups,-0.22,-78.5125
United States of America,Racine,81,Moderate,4,Good,3,Good,29,Good,81,Moderate,42.7274,-87.8135
United States of America,Raymond,48,Good,1,Good,48,Good,2,Good,42,Good,43.0322,-71.1994
United States of America,Redland,54,Moderate,1,Good,31,Good,5,Good,54,Moderate,39.1339,-77.1464
